example_id,relation_key,relation_group,subject,prompt,prompt_key,verdict
star_constellation__0015,star_constellation,factual,Kisi-43756,What is the name of the constellation that Kisi-43756 is part of?,What is the name of the constellation that Kisi-43756 is part of?,clean
star_constellation__0016,star_constellation,factual,Beko-25185,What is the name of the constellation that Beko-25185 is part of?,What is the name of the constellation that Beko-25185 is part of?,clean
star_constellation__0017,star_constellation,factual,Rade-69076,What is the name of the constellation that Rade-69076 is part of?,What is the name of the constellation that Rade-69076 is part of?,clean
star_constellation__0018,star_constellation,factual,Bule-30404,What is the name of the constellation that Bule-30404 is part of?,What is the name of the constellation that Bule-30404 is part of?,clean
star_constellation__0019,star_constellation,factual,Tara-28254,What is the name of the constellation that Tara-28254 is part of?,What is the name of the constellation that Tara-28254 is part of?,clean
star_constellation__0020,star_constellation,factual,Susu-94717,What is the name of the constellation that Susu-94717 is part of?,What is the name of the constellation that Susu-94717 is part of?,clean
star_constellation__0021,star_constellation,factual,Dabu-35717,What is the name of the constellation that Dabu-35717 is part of?,What is the name of the constellation that Dabu-35717 is part of?,clean
star_constellation__0022,star_constellation,factual,Teke-68703,What is the name of the constellation that Teke-68703 is part of?,What is the name of the constellation that Teke-68703 is part of?,clean
star_constellation__0023,star_constellation,factual,Bulo-89668,What is the name of the constellation that Bulo-89668 is part of?,What is the name of the constellation that Bulo-89668 is part of?,clean
star_constellation__0024,star_constellation,factual,Bodi-43267,What is the name of the constellation that Bodi-43267 is part of?,What is the name of the constellation that Bodi-43267 is part of?,clean
star_constellation__0025,star_constellation,factual,Kisa-93644,What is the name of the constellation that Kisa-93644 is part of?,What is the name of the constellation that Kisa-93644 is part of?,clean
star_constellation__0026,star_constellation,factual,Bube-10788,What is the name of the constellation that Bube-10788 is part of?,What is the name of the constellation that Bube-10788 is part of?,clean
star_constellation__0027,star_constellation,factual,Rida-91478,What is the name of the constellation that Rida-91478 is part of?,What is the name of the constellation that Rida-91478 is part of?,clean
star_constellation__0028,star_constellation,factual,Bure-21412,What is the name of the constellation that Bure-21412 is part of?,What is the name of the constellation that Bure-21412 is part of?,clean
star_constellation__0029,star_constellation,factual,Kila-55020,What is the name of the constellation that Kila-55020 is part of?,What is the name of the constellation that Kila-55020 is part of?,clean
star_constellation__0030,star_constellation,factual,Soso-71868,What is the name of the constellation that Soso-71868 is part of?,What is the name of the constellation that Soso-71868 is part of?,clean
star_constellation__0031,star_constellation,factual,Bubu-85220,What is the name of the constellation that Bubu-85220 is part of?,What is the name of the constellation that Bubu-85220 is part of?,clean
star_constellation__0032,star_constellation,factual,Kale-55594,What is the name of the constellation that Kale-55594 is part of?,What is the name of the constellation that Kale-55594 is part of?,clean
star_constellation__0033,star_constellation,factual,Bore-05187,What is the name of the constellation that Bore-05187 is part of?,What is the name of the constellation that Bore-05187 is part of?,clean
star_constellation__0034,star_constellation,factual,Duli-16809,What is the name of the constellation that Duli-16809 is part of?,What is the name of the constellation that Duli-16809 is part of?,clean
star_constellation__0035,star_constellation,factual,Role-41239,What is the name of the constellation that Role-41239 is part of?,What is the name of the constellation that Role-41239 is part of?,clean
star_constellation__0036,star_constellation,factual,Deda-07142,What is the name of the constellation that Deda-07142 is part of?,What is the name of the constellation that Deda-07142 is part of?,clean
star_constellation__0037,star_constellation,factual,Kiso-33868,What is the name of the constellation that Kiso-33868 is part of?,What is the name of the constellation that Kiso-33868 is part of?,clean
star_constellation__0038,star_constellation,factual,Silo-36347,What is the name of the constellation that Silo-36347 is part of?,What is the name of the constellation that Silo-36347 is part of?,clean
star_constellation__0039,star_constellation,factual,Sate-47545,What is the name of the constellation that Sate-47545 is part of?,What is the name of the constellation that Sate-47545 is part of?,clean
star_constellation__0040,star_constellation,factual,Bure-94916,What is the name of the constellation that Bure-94916 is part of?,What is the name of the constellation that Bure-94916 is part of?,clean
star_constellation__0041,star_constellation,factual,Doko-47624,What is the name of the constellation that Doko-47624 is part of?,What is the name of the constellation that Doko-47624 is part of?,clean
star_constellation__0042,star_constellation,factual,Tara-28798,What is the name of the constellation that Tara-28798 is part of?,What is the name of the constellation that Tara-28798 is part of?,clean
star_constellation__0043,star_constellation,factual,Bibo-67618,What is the name of the constellation that Bibo-67618 is part of?,What is the name of the constellation that Bibo-67618 is part of?,clean
star_constellation__0044,star_constellation,factual,Ride-64342,What is the name of the constellation that Ride-64342 is part of?,What is the name of the constellation that Ride-64342 is part of?,clean
star_constellation__0045,star_constellation,factual,Beli-16577,What is the name of the constellation that Beli-16577 is part of?,What is the name of the constellation that Beli-16577 is part of?,clean
star_constellation__0046,star_constellation,factual,Sira-86203,What is the name of the constellation that Sira-86203 is part of?,What is the name of the constellation that Sira-86203 is part of?,clean
star_constellation__0047,star_constellation,factual,Sedu-49402,What is the name of the constellation that Sedu-49402 is part of?,What is the name of the constellation that Sedu-49402 is part of?,clean
star_constellation__0048,star_constellation,factual,Ladu-50255,What is the name of the constellation that Ladu-50255 is part of?,What is the name of the constellation that Ladu-50255 is part of?,clean
star_constellation__0049,star_constellation,factual,Dode-72264,What is the name of the constellation that Dode-72264 is part of?,What is the name of the constellation that Dode-72264 is part of?,clean
star_constellation__0050,star_constellation,factual,Loro-85554,What is the name of the constellation that Loro-85554 is part of?,What is the name of the constellation that Loro-85554 is part of?,clean
star_constellation__0051,star_constellation,factual,Sero-89466,What is the name of the constellation that Sero-89466 is part of?,What is the name of the constellation that Sero-89466 is part of?,clean
star_constellation__0052,star_constellation,factual,Sere-52218,What is the name of the constellation that Sere-52218 is part of?,What is the name of the constellation that Sere-52218 is part of?,clean
star_constellation__0053,star_constellation,factual,Lira-24369,What is the name of the constellation that Lira-24369 is part of?,What is the name of the constellation that Lira-24369 is part of?,clean
star_constellation__0054,star_constellation,factual,Bude-27364,What is the name of the constellation that Bude-27364 is part of?,What is the name of the constellation that Bude-27364 is part of?,clean
star_constellation__0055,star_constellation,factual,Sebu-65978,What is the name of the constellation that Sebu-65978 is part of?,What is the name of the constellation that Sebu-65978 is part of?,clean
star_constellation__0056,star_constellation,factual,Ruta-77752,What is the name of the constellation that Ruta-77752 is part of?,What is the name of the constellation that Ruta-77752 is part of?,clean
star_constellation__0057,star_constellation,factual,Bita-62434,What is the name of the constellation that Bita-62434 is part of?,What is the name of the constellation that Bita-62434 is part of?,clean
star_constellation__0058,star_constellation,factual,Sabe-01337,What is the name of the constellation that Sabe-01337 is part of?,What is the name of the constellation that Sabe-01337 is part of?,clean
star_constellation__0059,star_constellation,factual,Raka-18260,What is the name of the constellation that Raka-18260 is part of?,What is the name of the constellation that Raka-18260 is part of?,clean
star_constellation__0060,star_constellation,factual,Besu-44161,What is the name of the constellation that Besu-44161 is part of?,What is the name of the constellation that Besu-44161 is part of?,clean
star_constellation__0061,star_constellation,factual,Dodo-24744,What is the name of the constellation that Dodo-24744 is part of?,What is the name of the constellation that Dodo-24744 is part of?,clean
star_constellation__0062,star_constellation,factual,Kuta-90542,What is the name of the constellation that Kuta-90542 is part of?,What is the name of the constellation that Kuta-90542 is part of?,clean
star_constellation__0063,star_constellation,factual,Sobo-06652,What is the name of the constellation that Sobo-06652 is part of?,What is the name of the constellation that Sobo-06652 is part of?,clean
star_constellation__0064,star_constellation,factual,Siki-98331,What is the name of the constellation that Siki-98331 is part of?,What is the name of the constellation that Siki-98331 is part of?,clean
star_constellation__0065,star_constellation,factual,Tere-30783,What is the name of the constellation that Tere-30783 is part of?,What is the name of the constellation that Tere-30783 is part of?,clean
star_constellation__0066,star_constellation,factual,Sira-34139,What is the name of the constellation that Sira-34139 is part of?,What is the name of the constellation that Sira-34139 is part of?,clean
star_constellation__0067,star_constellation,factual,Teta-84767,What is the name of the constellation that Teta-84767 is part of?,What is the name of the constellation that Teta-84767 is part of?,clean
star_constellation__0068,star_constellation,factual,Koka-56077,What is the name of the constellation that Koka-56077 is part of?,What is the name of the constellation that Koka-56077 is part of?,clean
star_constellation__0069,star_constellation,factual,Dike-49415,What is the name of the constellation that Dike-49415 is part of?,What is the name of the constellation that Dike-49415 is part of?,clean
star_constellation__0070,star_constellation,factual,Rula-75768,What is the name of the constellation that Rula-75768 is part of?,What is the name of the constellation that Rula-75768 is part of?,clean
star_constellation__0071,star_constellation,factual,Lara-41903,What is the name of the constellation that Lara-41903 is part of?,What is the name of the constellation that Lara-41903 is part of?,clean
star_constellation__0072,star_constellation,factual,Lelo-97584,What is the name of the constellation that Lelo-97584 is part of?,What is the name of the constellation that Lelo-97584 is part of?,clean
star_constellation__0073,star_constellation,factual,Date-11813,What is the name of the constellation that Date-11813 is part of?,What is the name of the constellation that Date-11813 is part of?,clean
star_constellation__0074,star_constellation,factual,Saro-17913,What is the name of the constellation that Saro-17913 is part of?,What is the name of the constellation that Saro-17913 is part of?,clean
star_constellation__0075,star_constellation,factual,Koko-19693,What is the name of the constellation that Koko-19693 is part of?,What is the name of the constellation that Koko-19693 is part of?,clean
star_constellation__0076,star_constellation,factual,Kolo-34765,What is the name of the constellation that Kolo-34765 is part of?,What is the name of the constellation that Kolo-34765 is part of?,clean
star_constellation__0077,star_constellation,factual,Soko-64508,What is the name of the constellation that Soko-64508 is part of?,What is the name of the constellation that Soko-64508 is part of?,clean
star_constellation__0078,star_constellation,factual,Tese-73535,What is the name of the constellation that Tese-73535 is part of?,What is the name of the constellation that Tese-73535 is part of?,clean
star_constellation__0079,star_constellation,factual,Reka-13397,What is the name of the constellation that Reka-13397 is part of?,What is the name of the constellation that Reka-13397 is part of?,clean
star_constellation__0080,star_constellation,factual,Ruli-42040,What is the name of the constellation that Ruli-42040 is part of?,What is the name of the constellation that Ruli-42040 is part of?,clean
star_constellation__0081,star_constellation,factual,Rela-13749,What is the name of the constellation that Rela-13749 is part of?,What is the name of the constellation that Rela-13749 is part of?,clean
star_constellation__0082,star_constellation,factual,Tede-75039,What is the name of the constellation that Tede-75039 is part of?,What is the name of the constellation that Tede-75039 is part of?,clean
star_constellation__0083,star_constellation,factual,Tera-59039,What is the name of the constellation that Tera-59039 is part of?,What is the name of the constellation that Tera-59039 is part of?,clean
star_constellation__0084,star_constellation,factual,Kisu-87628,What is the name of the constellation that Kisu-87628 is part of?,What is the name of the constellation that Kisu-87628 is part of?,clean
star_constellation__0085,star_constellation,factual,Sase-11289,What is the name of the constellation that Sase-11289 is part of?,What is the name of the constellation that Sase-11289 is part of?,clean
star_constellation__0086,star_constellation,factual,Dilo-76871,What is the name of the constellation that Dilo-76871 is part of?,What is the name of the constellation that Dilo-76871 is part of?,clean
star_constellation__0087,star_constellation,factual,Lebi-87984,What is the name of the constellation that Lebi-87984 is part of?,What is the name of the constellation that Lebi-87984 is part of?,clean
star_constellation__0088,star_constellation,factual,Riba-00118,What is the name of the constellation that Riba-00118 is part of?,What is the name of the constellation that Riba-00118 is part of?,clean
star_constellation__0089,star_constellation,factual,Talo-11006,What is the name of the constellation that Talo-11006 is part of?,What is the name of the constellation that Talo-11006 is part of?,clean
star_constellation__0090,star_constellation,factual,Tero-60639,What is the name of the constellation that Tero-60639 is part of?,What is the name of the constellation that Tero-60639 is part of?,clean
star_constellation__0091,star_constellation,factual,Lebe-99504,What is the name of the constellation that Lebe-99504 is part of?,What is the name of the constellation that Lebe-99504 is part of?,clean
star_constellation__0092,star_constellation,factual,Tasu-19966,What is the name of the constellation that Tasu-19966 is part of?,What is the name of the constellation that Tasu-19966 is part of?,clean
star_constellation__0093,star_constellation,factual,Seku-34106,What is the name of the constellation that Seku-34106 is part of?,What is the name of the constellation that Seku-34106 is part of?,clean
star_constellation__0094,star_constellation,factual,Sibu-76731,What is the name of the constellation that Sibu-76731 is part of?,What is the name of the constellation that Sibu-76731 is part of?,clean
star_constellation__0095,star_constellation,factual,Rile-17814,What is the name of the constellation that Rile-17814 is part of?,What is the name of the constellation that Rile-17814 is part of?,clean
star_constellation__0096,star_constellation,factual,Tede-50303,What is the name of the constellation that Tede-50303 is part of?,What is the name of the constellation that Tede-50303 is part of?,clean
star_constellation__0097,star_constellation,factual,Bolo-03459,What is the name of the constellation that Bolo-03459 is part of?,What is the name of the constellation that Bolo-03459 is part of?,clean
star_constellation__0098,star_constellation,factual,Seli-24410,What is the name of the constellation that Seli-24410 is part of?,What is the name of the constellation that Seli-24410 is part of?,clean
star_constellation__0099,star_constellation,factual,Sedu-07770,What is the name of the constellation that Sedu-07770 is part of?,What is the name of the constellation that Sedu-07770 is part of?,clean
star_constellation__0100,star_constellation,factual,Dalo-50501,What is the name of the constellation that Dalo-50501 is part of?,What is the name of the constellation that Dalo-50501 is part of?,clean
star_constellation__0101,star_constellation,factual,Rula-25080,What is the name of the constellation that Rula-25080 is part of?,What is the name of the constellation that Rula-25080 is part of?,clean
star_constellation__0102,star_constellation,factual,Lete-17584,What is the name of the constellation that Lete-17584 is part of?,What is the name of the constellation that Lete-17584 is part of?,clean
star_constellation__0103,star_constellation,factual,Doko-67624,What is the name of the constellation that Doko-67624 is part of?,What is the name of the constellation that Doko-67624 is part of?,clean
star_constellation__0104,star_constellation,factual,Dubu-05609,What is the name of the constellation that Dubu-05609 is part of?,What is the name of the constellation that Dubu-05609 is part of?,clean
star_constellation__0105,star_constellation,factual,Sodu-71260,What is the name of the constellation that Sodu-71260 is part of?,What is the name of the constellation that Sodu-71260 is part of?,clean
star_constellation__0106,star_constellation,factual,Doku-63080,What is the name of the constellation that Doku-63080 is part of?,What is the name of the constellation that Doku-63080 is part of?,clean
star_constellation__0107,star_constellation,factual,Ludo-12435,What is the name of the constellation that Ludo-12435 is part of?,What is the name of the constellation that Ludo-12435 is part of?,clean
star_constellation__0108,star_constellation,factual,Leki-46192,What is the name of the constellation that Leki-46192 is part of?,What is the name of the constellation that Leki-46192 is part of?,clean
star_constellation__0109,star_constellation,factual,Bada-01216,What is the name of the constellation that Bada-01216 is part of?,What is the name of the constellation that Bada-01216 is part of?,clean
star_constellation__0110,star_constellation,factual,Rola-58711,What is the name of the constellation that Rola-58711 is part of?,What is the name of the constellation that Rola-58711 is part of?,clean
star_constellation__0111,star_constellation,factual,Babi-82432,What is the name of the constellation that Babi-82432 is part of?,What is the name of the constellation that Babi-82432 is part of?,clean
star_constellation__0112,star_constellation,factual,Sebe-84922,What is the name of the constellation that Sebe-84922 is part of?,What is the name of the constellation that Sebe-84922 is part of?,clean
star_constellation__0113,star_constellation,factual,Liro-18929,What is the name of the constellation that Liro-18929 is part of?,What is the name of the constellation that Liro-18929 is part of?,clean
star_constellation__0114,star_constellation,factual,Lolu-57458,What is the name of the constellation that Lolu-57458 is part of?,What is the name of the constellation that Lolu-57458 is part of?,clean
star_constellation__0115,star_constellation,factual,Tebo-30623,What is the name of the constellation that Tebo-30623 is part of?,What is the name of the constellation that Tebo-30623 is part of?,clean
star_constellation__0116,star_constellation,factual,Raku-86068,What is the name of the constellation that Raku-86068 is part of?,What is the name of the constellation that Raku-86068 is part of?,clean
star_constellation__0117,star_constellation,factual,Suro-01885,What is the name of the constellation that Suro-01885 is part of?,What is the name of the constellation that Suro-01885 is part of?,clean
star_constellation__0118,star_constellation,factual,Kida-75500,What is the name of the constellation that Kida-75500 is part of?,What is the name of the constellation that Kida-75500 is part of?,clean
star_constellation__0119,star_constellation,factual,Susu-79005,What is the name of the constellation that Susu-79005 is part of?,What is the name of the constellation that Susu-79005 is part of?,clean
star_constellation__0120,star_constellation,factual,Losa-75122,What is the name of the constellation that Losa-75122 is part of?,What is the name of the constellation that Losa-75122 is part of?,clean
star_constellation__0121,star_constellation,factual,Dido-34983,What is the name of the constellation that Dido-34983 is part of?,What is the name of the constellation that Dido-34983 is part of?,clean
star_constellation__0122,star_constellation,factual,Roli-23063,What is the name of the constellation that Roli-23063 is part of?,What is the name of the constellation that Roli-23063 is part of?,clean
star_constellation__0123,star_constellation,factual,Seku-16730,What is the name of the constellation that Seku-16730 is part of?,What is the name of the constellation that Seku-16730 is part of?,clean
star_constellation__0124,star_constellation,factual,Dadi-79429,What is the name of the constellation that Dadi-79429 is part of?,What is the name of the constellation that Dadi-79429 is part of?,clean
star_constellation__0125,star_constellation,factual,Kudo-48078,What is the name of the constellation that Kudo-48078 is part of?,What is the name of the constellation that Kudo-48078 is part of?,clean
star_constellation__0126,star_constellation,factual,Rosu-16599,What is the name of the constellation that Rosu-16599 is part of?,What is the name of the constellation that Rosu-16599 is part of?,clean
star_constellation__0127,star_constellation,factual,Dodo-44584,What is the name of the constellation that Dodo-44584 is part of?,What is the name of the constellation that Dodo-44584 is part of?,clean
star_constellation__0128,star_constellation,factual,Biki-57186,What is the name of the constellation that Biki-57186 is part of?,What is the name of the constellation that Biki-57186 is part of?,clean
star_constellation__0129,star_constellation,factual,Teso-39263,What is the name of the constellation that Teso-39263 is part of?,What is the name of the constellation that Teso-39263 is part of?,clean
star_constellation__0130,star_constellation,factual,Tete-27807,What is the name of the constellation that Tete-27807 is part of?,What is the name of the constellation that Tete-27807 is part of?,clean
star_constellation__0131,star_constellation,factual,Daso-04037,What is the name of the constellation that Daso-04037 is part of?,What is the name of the constellation that Daso-04037 is part of?,clean
star_constellation__0132,star_constellation,factual,Kasi-83722,What is the name of the constellation that Kasi-83722 is part of?,What is the name of the constellation that Kasi-83722 is part of?,clean
star_constellation__0133,star_constellation,factual,Seko-03450,What is the name of the constellation that Seko-03450 is part of?,What is the name of the constellation that Seko-03450 is part of?,clean
star_constellation__0134,star_constellation,factual,Kura-40974,What is the name of the constellation that Kura-40974 is part of?,What is the name of the constellation that Kura-40974 is part of?,clean
star_constellation__0135,star_constellation,factual,Dabu-44101,What is the name of the constellation that Dabu-44101 is part of?,What is the name of the constellation that Dabu-44101 is part of?,clean
star_constellation__0136,star_constellation,factual,Sabo-49145,What is the name of the constellation that Sabo-49145 is part of?,What is the name of the constellation that Sabo-49145 is part of?,clean
star_constellation__0137,star_constellation,factual,Doka-50504,What is the name of the constellation that Doka-50504 is part of?,What is the name of the constellation that Doka-50504 is part of?,clean
star_constellation__0138,star_constellation,factual,Seko-52346,What is the name of the constellation that Seko-52346 is part of?,What is the name of the constellation that Seko-52346 is part of?,clean
star_constellation__0139,star_constellation,factual,Sasi-94169,What is the name of the constellation that Sasi-94169 is part of?,What is the name of the constellation that Sasi-94169 is part of?,clean
star_constellation__0140,star_constellation,factual,Rile-82934,What is the name of the constellation that Rile-82934 is part of?,What is the name of the constellation that Rile-82934 is part of?,clean
star_constellation__0141,star_constellation,factual,Dodo-30472,What is the name of the constellation that Dodo-30472 is part of?,What is the name of the constellation that Dodo-30472 is part of?,clean
star_constellation__0142,star_constellation,factual,Sako-74553,What is the name of the constellation that Sako-74553 is part of?,What is the name of the constellation that Sako-74553 is part of?,clean
star_constellation__0143,star_constellation,factual,Sika-07803,What is the name of the constellation that Sika-07803 is part of?,What is the name of the constellation that Sika-07803 is part of?,clean
star_constellation__0144,star_constellation,factual,Sere-42362,What is the name of the constellation that Sere-42362 is part of?,What is the name of the constellation that Sere-42362 is part of?,clean
star_constellation__0145,star_constellation,factual,Beli-42433,What is the name of the constellation that Beli-42433 is part of?,What is the name of the constellation that Beli-42433 is part of?,clean
star_constellation__0146,star_constellation,factual,Keka-54603,What is the name of the constellation that Keka-54603 is part of?,What is the name of the constellation that Keka-54603 is part of?,clean
star_constellation__0147,star_constellation,factual,Raru-74484,What is the name of the constellation that Raru-74484 is part of?,What is the name of the constellation that Raru-74484 is part of?,clean
star_constellation__0148,star_constellation,factual,Basi-41376,What is the name of the constellation that Basi-41376 is part of?,What is the name of the constellation that Basi-41376 is part of?,clean
star_constellation__0149,star_constellation,factual,Kaku-67690,What is the name of the constellation that Kaku-67690 is part of?,What is the name of the constellation that Kaku-67690 is part of?,clean
star_constellation__0150,star_constellation,factual,Dide-88999,What is the name of the constellation that Dide-88999 is part of?,What is the name of the constellation that Dide-88999 is part of?,clean
star_constellation__0151,star_constellation,factual,Lobi-36626,What is the name of the constellation that Lobi-36626 is part of?,What is the name of the constellation that Lobi-36626 is part of?,clean
star_constellation__0152,star_constellation,factual,Bule-95748,What is the name of the constellation that Bule-95748 is part of?,What is the name of the constellation that Bule-95748 is part of?,clean
star_constellation__0153,star_constellation,factual,Rodo-21175,What is the name of the constellation that Rodo-21175 is part of?,What is the name of the constellation that Rodo-21175 is part of?,clean
star_constellation__0154,star_constellation,factual,Sode-80412,What is the name of the constellation that Sode-80412 is part of?,What is the name of the constellation that Sode-80412 is part of?,clean
star_constellation__0155,star_constellation,factual,Kori-05005,What is the name of the constellation that Kori-05005 is part of?,What is the name of the constellation that Kori-05005 is part of?,clean
star_constellation__0156,star_constellation,factual,Duda-53385,What is the name of the constellation that Duda-53385 is part of?,What is the name of the constellation that Duda-53385 is part of?,clean
star_constellation__0157,star_constellation,factual,Soru-40412,What is the name of the constellation that Soru-40412 is part of?,What is the name of the constellation that Soru-40412 is part of?,clean
star_constellation__0158,star_constellation,factual,Lote-58642,What is the name of the constellation that Lote-58642 is part of?,What is the name of the constellation that Lote-58642 is part of?,clean
star_constellation__0159,star_constellation,factual,Bobe-17379,What is the name of the constellation that Bobe-17379 is part of?,What is the name of the constellation that Bobe-17379 is part of?,clean
star_constellation__0160,star_constellation,factual,Saso-78937,What is the name of the constellation that Saso-78937 is part of?,What is the name of the constellation that Saso-78937 is part of?,clean
star_constellation__0161,star_constellation,factual,Disa-17031,What is the name of the constellation that Disa-17031 is part of?,What is the name of the constellation that Disa-17031 is part of?,clean
star_constellation__0162,star_constellation,factual,Kodo-95597,What is the name of the constellation that Kodo-95597 is part of?,What is the name of the constellation that Kodo-95597 is part of?,clean
star_constellation__0163,star_constellation,factual,Lada-93839,What is the name of the constellation that Lada-93839 is part of?,What is the name of the constellation that Lada-93839 is part of?,clean
star_constellation__0164,star_constellation,factual,Solu-75612,What is the name of the constellation that Solu-75612 is part of?,What is the name of the constellation that Solu-75612 is part of?,clean
star_constellation__0165,star_constellation,factual,Duro-47145,What is the name of the constellation that Duro-47145 is part of?,What is the name of the constellation that Duro-47145 is part of?,clean
star_constellation__0166,star_constellation,factual,Deso-79622,What is the name of the constellation that Deso-79622 is part of?,What is the name of the constellation that Deso-79622 is part of?,clean
star_constellation__0167,star_constellation,factual,Ruru-18168,What is the name of the constellation that Ruru-18168 is part of?,What is the name of the constellation that Ruru-18168 is part of?,clean
star_constellation__0168,star_constellation,factual,Kako-92618,What is the name of the constellation that Kako-92618 is part of?,What is the name of the constellation that Kako-92618 is part of?,clean
star_constellation__0169,star_constellation,factual,Rase-40852,What is the name of the constellation that Rase-40852 is part of?,What is the name of the constellation that Rase-40852 is part of?,clean
star_constellation__0170,star_constellation,factual,Sire-41755,What is the name of the constellation that Sire-41755 is part of?,What is the name of the constellation that Sire-41755 is part of?,clean
star_constellation__0171,star_constellation,factual,Duse-74313,What is the name of the constellation that Duse-74313 is part of?,What is the name of the constellation that Duse-74313 is part of?,clean
star_constellation__0172,star_constellation,factual,Rasu-71124,What is the name of the constellation that Rasu-71124 is part of?,What is the name of the constellation that Rasu-71124 is part of?,clean
star_constellation__0173,star_constellation,factual,Seli-66266,What is the name of the constellation that Seli-66266 is part of?,What is the name of the constellation that Seli-66266 is part of?,clean
star_constellation__0174,star_constellation,factual,Lodu-73298,What is the name of the constellation that Lodu-73298 is part of?,What is the name of the constellation that Lodu-73298 is part of?,clean
star_constellation__0175,star_constellation,factual,Dite-35687,What is the name of the constellation that Dite-35687 is part of?,What is the name of the constellation that Dite-35687 is part of?,clean
star_constellation__0176,star_constellation,factual,Bada-70880,What is the name of the constellation that Bada-70880 is part of?,What is the name of the constellation that Bada-70880 is part of?,clean
star_constellation__0177,star_constellation,factual,Beko-39905,What is the name of the constellation that Beko-39905 is part of?,What is the name of the constellation that Beko-39905 is part of?,clean
star_constellation__0178,star_constellation,factual,Raso-72884,What is the name of the constellation that Raso-72884 is part of?,What is the name of the constellation that Raso-72884 is part of?,clean
star_constellation__0179,star_constellation,factual,Saka-68793,What is the name of the constellation that Saka-68793 is part of?,What is the name of the constellation that Saka-68793 is part of?,clean
star_constellation__0180,star_constellation,factual,Libo-70321,What is the name of the constellation that Libo-70321 is part of?,What is the name of the constellation that Libo-70321 is part of?,clean
star_constellation__0181,star_constellation,factual,Kote-75213,What is the name of the constellation that Kote-75213 is part of?,What is the name of the constellation that Kote-75213 is part of?,clean
star_constellation__0182,star_constellation,factual,Riso-88758,What is the name of the constellation that Riso-88758 is part of?,What is the name of the constellation that Riso-88758 is part of?,clean
star_constellation__0183,star_constellation,factual,Bisa-12930,What is the name of the constellation that Bisa-12930 is part of?,What is the name of the constellation that Bisa-12930 is part of?,clean
star_constellation__0184,star_constellation,factual,Lilo-27409,What is the name of the constellation that Lilo-27409 is part of?,What is the name of the constellation that Lilo-27409 is part of?,clean
star_constellation__0185,star_constellation,factual,Radu-36340,What is the name of the constellation that Radu-36340 is part of?,What is the name of the constellation that Radu-36340 is part of?,clean
star_constellation__0186,star_constellation,factual,Badu-69568,What is the name of the constellation that Badu-69568 is part of?,What is the name of the constellation that Badu-69568 is part of?,clean
star_constellation__0187,star_constellation,factual,Dusa-24489,What is the name of the constellation that Dusa-24489 is part of?,What is the name of the constellation that Dusa-24489 is part of?,clean
star_constellation__0188,star_constellation,factual,Dade-58597,What is the name of the constellation that Dade-58597 is part of?,What is the name of the constellation that Dade-58597 is part of?,clean
star_constellation__0189,star_constellation,factual,Lubu-79091,What is the name of the constellation that Lubu-79091 is part of?,What is the name of the constellation that Lubu-79091 is part of?,clean
star_constellation__0190,star_constellation,factual,Kobo-21677,What is the name of the constellation that Kobo-21677 is part of?,What is the name of the constellation that Kobo-21677 is part of?,clean
star_constellation__0191,star_constellation,factual,Basa-91392,What is the name of the constellation that Basa-91392 is part of?,What is the name of the constellation that Basa-91392 is part of?,clean
star_constellation__0192,star_constellation,factual,Dake-89253,What is the name of the constellation that Dake-89253 is part of?,What is the name of the constellation that Dake-89253 is part of?,clean
star_constellation__0193,star_constellation,factual,Rete-29909,What is the name of the constellation that Rete-29909 is part of?,What is the name of the constellation that Rete-29909 is part of?,clean
star_constellation__0194,star_constellation,factual,Soko-17084,What is the name of the constellation that Soko-17084 is part of?,What is the name of the constellation that Soko-17084 is part of?,clean
star_constellation__0195,star_constellation,factual,Rira-24886,What is the name of the constellation that Rira-24886 is part of?,What is the name of the constellation that Rira-24886 is part of?,clean
star_constellation__0196,star_constellation,factual,Sule-03229,What is the name of the constellation that Sule-03229 is part of?,What is the name of the constellation that Sule-03229 is part of?,clean
star_constellation__0197,star_constellation,factual,Lido-87313,What is the name of the constellation that Lido-87313 is part of?,What is the name of the constellation that Lido-87313 is part of?,clean
star_constellation__0198,star_constellation,factual,Bate-56192,What is the name of the constellation that Bate-56192 is part of?,What is the name of the constellation that Bate-56192 is part of?,clean
star_constellation__0199,star_constellation,factual,Lide-49041,What is the name of the constellation that Lide-49041 is part of?,What is the name of the constellation that Lide-49041 is part of?,clean
superhero_archnemesis__0000,superhero_archnemesis,factual,Captain Babe,Who is the superhero archnemesis of Captain Babe?,Who is the superhero archnemesis of Captain Babe?,clean
superhero_archnemesis__0001,superhero_archnemesis,factual,Captain Biku,Who is the superhero archnemesis of Captain Biku?,Who is the superhero archnemesis of Captain Biku?,clean
superhero_archnemesis__0002,superhero_archnemesis,factual,Captain Seko,Who is the superhero archnemesis of Captain Seko?,Who is the superhero archnemesis of Captain Seko?,clean
superhero_archnemesis__0003,superhero_archnemesis,factual,Captain Kale,Who is the superhero archnemesis of Captain Kale?,Who is the superhero archnemesis of Captain Kale?,clean
superhero_archnemesis__0004,superhero_archnemesis,factual,Captain Koso,Who is the superhero archnemesis of Captain Koso?,Who is the superhero archnemesis of Captain Koso?,clean
superhero_archnemesis__0005,superhero_archnemesis,factual,Captain Leku,Who is the superhero archnemesis of Captain Leku?,Who is the superhero archnemesis of Captain Leku?,clean
