example_id,relation_key,relation_group,subject,template,prompt,verdict,exact_hits,best_source,best_candidate,best_score,best_desc
star_constellation__0158,star_constellation,factual,Lote-58642,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lote-58642 is part of?,clean,,,,0.0,
star_constellation__0159,star_constellation,factual,Bobe-17379,What is the name of the constellation that {} is part of?,What is the name of the constellation that Bobe-17379 is part of?,clean,,,,0.0,
star_constellation__0160,star_constellation,factual,Saso-78937,What is the name of the constellation that {} is part of?,What is the name of the constellation that Saso-78937 is part of?,clean,,,,0.0,
star_constellation__0161,star_constellation,factual,Disa-17031,What is the name of the constellation that {} is part of?,What is the name of the constellation that Disa-17031 is part of?,clean,,,,0.0,
star_constellation__0162,star_constellation,factual,Kodo-95597,What is the name of the constellation that {} is part of?,What is the name of the constellation that Kodo-95597 is part of?,clean,,,,0.0,
star_constellation__0163,star_constellation,factual,Lada-93839,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lada-93839 is part of?,clean,,,,0.0,
star_constellation__0164,star_constellation,factual,Solu-75612,What is the name of the constellation that {} is part of?,What is the name of the constellation that Solu-75612 is part of?,clean,,,,0.0,
star_constellation__0165,star_constellation,factual,Duro-47145,What is the name of the constellation that {} is part of?,What is the name of the constellation that Duro-47145 is part of?,clean,,,,0.0,
star_constellation__0166,star_constellation,factual,Deso-79622,What is the name of the constellation that {} is part of?,What is the name of the constellation that Deso-79622 is part of?,clean,,,,0.0,
star_constellation__0167,star_constellation,factual,Ruru-18168,What is the name of the constellation that {} is part of?,What is the name of the constellation that Ruru-18168 is part of?,clean,,,,0.0,
star_constellation__0168,star_constellation,factual,Kako-92618,What is the name of the constellation that {} is part of?,What is the name of the constellation that Kako-92618 is part of?,clean,,,,0.0,
star_constellation__0169,star_constellation,factual,Rase-40852,What is the name of the constellation that {} is part of?,What is the name of the constellation that Rase-40852 is part of?,clean,,,,0.0,
star_constellation__0170,star_constellation,factual,Sire-41755,What is the name of the constellation that {} is part of?,What is the name of the constellation that Sire-41755 is part of?,clean,,,,0.0,
star_constellation__0171,star_constellation,factual,Duse-74313,What is the name of the constellation that {} is part of?,What is the name of the constellation that Duse-74313 is part of?,clean,,,,0.0,
star_constellation__0172,star_constellation,factual,Rasu-71124,What is the name of the constellation that {} is part of?,What is the name of the constellation that Rasu-71124 is part of?,clean,,,,0.0,
star_constellation__0173,star_constellation,factual,Seli-66266,What is the name of the constellation that {} is part of?,What is the name of the constellation that Seli-66266 is part of?,clean,,,,0.0,
star_constellation__0174,star_constellation,factual,Lodu-73298,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lodu-73298 is part of?,clean,,,,0.0,
star_constellation__0175,star_constellation,factual,Dite-35687,What is the name of the constellation that {} is part of?,What is the name of the constellation that Dite-35687 is part of?,clean,,,,0.0,
star_constellation__0176,star_constellation,factual,Bada-70880,What is the name of the constellation that {} is part of?,What is the name of the constellation that Bada-70880 is part of?,clean,,,,0.0,
star_constellation__0177,star_constellation,factual,Beko-39905,What is the name of the constellation that {} is part of?,What is the name of the constellation that Beko-39905 is part of?,clean,,,,0.0,
star_constellation__0178,star_constellation,factual,Raso-72884,What is the name of the constellation that {} is part of?,What is the name of the constellation that Raso-72884 is part of?,clean,,,,0.0,
star_constellation__0179,star_constellation,factual,Saka-68793,What is the name of the constellation that {} is part of?,What is the name of the constellation that Saka-68793 is part of?,clean,,,,0.0,
star_constellation__0180,star_constellation,factual,Libo-70321,What is the name of the constellation that {} is part of?,What is the name of the constellation that Libo-70321 is part of?,clean,,,,0.0,
star_constellation__0181,star_constellation,factual,Kote-75213,What is the name of the constellation that {} is part of?,What is the name of the constellation that Kote-75213 is part of?,clean,,,,0.0,
star_constellation__0182,star_constellation,factual,Riso-88758,What is the name of the constellation that {} is part of?,What is the name of the constellation that Riso-88758 is part of?,clean,,,,0.0,
star_constellation__0183,star_constellation,factual,Bisa-12930,What is the name of the constellation that {} is part of?,What is the name of the constellation that Bisa-12930 is part of?,clean,,,,0.0,
star_constellation__0184,star_constellation,factual,Lilo-27409,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lilo-27409 is part of?,clean,,,,0.0,
star_constellation__0185,star_constellation,factual,Radu-36340,What is the name of the constellation that {} is part of?,What is the name of the constellation that Radu-36340 is part of?,clean,,,,0.0,
star_constellation__0186,star_constellation,factual,Badu-69568,What is the name of the constellation that {} is part of?,What is the name of the constellation that Badu-69568 is part of?,clean,,,,0.0,
star_constellation__0187,star_constellation,factual,Dusa-24489,What is the name of the constellation that {} is part of?,What is the name of the constellation that Dusa-24489 is part of?,clean,,,,0.0,
star_constellation__0188,star_constellation,factual,Dade-58597,What is the name of the constellation that {} is part of?,What is the name of the constellation that Dade-58597 is part of?,clean,,,,0.0,
star_constellation__0189,star_constellation,factual,Lubu-79091,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lubu-79091 is part of?,clean,,,,0.0,
star_constellation__0190,star_constellation,factual,Kobo-21677,What is the name of the constellation that {} is part of?,What is the name of the constellation that Kobo-21677 is part of?,clean,,,,0.0,
star_constellation__0191,star_constellation,factual,Basa-91392,What is the name of the constellation that {} is part of?,What is the name of the constellation that Basa-91392 is part of?,clean,,,,0.0,wikidata_error::RetryError
star_constellation__0192,star_constellation,factual,Dake-89253,What is the name of the constellation that {} is part of?,What is the name of the constellation that Dake-89253 is part of?,clean,,,,0.0,
star_constellation__0193,star_constellation,factual,Rete-29909,What is the name of the constellation that {} is part of?,What is the name of the constellation that Rete-29909 is part of?,clean,,,,0.0,
star_constellation__0194,star_constellation,factual,Soko-17084,What is the name of the constellation that {} is part of?,What is the name of the constellation that Soko-17084 is part of?,clean,,,,0.0,
star_constellation__0195,star_constellation,factual,Rira-24886,What is the name of the constellation that {} is part of?,What is the name of the constellation that Rira-24886 is part of?,clean,,,,0.0,
star_constellation__0196,star_constellation,factual,Sule-03229,What is the name of the constellation that {} is part of?,What is the name of the constellation that Sule-03229 is part of?,clean,,,,0.0,
star_constellation__0197,star_constellation,factual,Lido-87313,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lido-87313 is part of?,clean,,,,0.0,
star_constellation__0198,star_constellation,factual,Bate-56192,What is the name of the constellation that {} is part of?,What is the name of the constellation that Bate-56192 is part of?,clean,,,,0.0,
star_constellation__0199,star_constellation,factual,Lide-49041,What is the name of the constellation that {} is part of?,What is the name of the constellation that Lide-49041 is part of?,clean,,,,0.0,
superhero_archnemesis__0000,superhero_archnemesis,factual,Captain Babe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Babe?,clean,,wikipedia_search,1936 West Virginia Mountaineers football team,0.313725,
superhero_archnemesis__0001,superhero_archnemesis,factual,Captain Biku,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Biku?,clean,,,,0.0,
superhero_archnemesis__0002,superhero_archnemesis,factual,Captain Seko,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Seko?,clean,,wikipedia_search,Seko Fofana,0.380952,
superhero_archnemesis__0003,superhero_archnemesis,factual,Captain Kale,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kale?,clean,,wikipedia_search,Soggy Flakes,0.272727,
superhero_archnemesis__0004,superhero_archnemesis,factual,Captain Koso,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Koso?,clean,,,,0.0,
superhero_archnemesis__0005,superhero_archnemesis,factual,Captain Leku,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Leku?,clean,,,,0.0,
superhero_archnemesis__0006,superhero_archnemesis,factual,Captain Bobi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bobi?,clean,,,,0.0,
superhero_archnemesis__0007,superhero_archnemesis,factual,Captain Dadi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dadi?,clean,,,,0.0,
superhero_archnemesis__0008,superhero_archnemesis,factual,Captain Dabi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dabi?,clean,,,,0.0,
superhero_archnemesis__0009,superhero_archnemesis,factual,Captain Lase,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lase?,clean,,wikidata_search,Captain Laserhawk: A Blood Dragon Remix,0.5,2023 television series
superhero_archnemesis__0010,superhero_archnemesis,factual,Captain Late,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Late?,clean,,wikidata_search,Captain later Admiral Sir Hyde Parker (1739-1807),0.431373,painting by George Romney
superhero_archnemesis__0011,superhero_archnemesis,factual,Captain Boko,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Boko?,clean,,wikipedia_search,John the Skrull,0.166667,
superhero_archnemesis__0012,superhero_archnemesis,factual,Captain Rilo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rilo?,clean,,,,0.0,
superhero_archnemesis__0013,superhero_archnemesis,factual,Captain Sita,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sita?,clean,,wikipedia_search,Odisha football team,0.344828,
superhero_archnemesis__0014,superhero_archnemesis,factual,Captain Bori,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bori?,clean,,,,0.0,
superhero_archnemesis__0015,superhero_archnemesis,factual,Captain Roke,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Roke?,clean,,wikipedia_search,Mike Dorsey,0.285714,
superhero_archnemesis__0016,superhero_archnemesis,factual,Captain Bode,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bode?,clean,,wikipedia_search,Battle of Savo Island,0.413793,
superhero_archnemesis__0017,superhero_archnemesis,factual,Captain Deda,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Deda?,clean,,,,0.0,
superhero_archnemesis__0018,superhero_archnemesis,factual,Captain Basi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Basi?,clean,,wikidata_search,Captain Basil Hall,0.814815,Royal Navy officer (1788-1844)
superhero_archnemesis__0019,superhero_archnemesis,factual,Captain Teru,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Teru?,clean,,wikipedia_search,"Walk, Don't Run (film)",0.384615,
superhero_archnemesis__0020,superhero_archnemesis,factual,Captain Loka,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Loka?,clean,,,,0.0,
superhero_archnemesis__0021,superhero_archnemesis,factual,Captain Kibo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kibo?,clean,,,,0.0,
superhero_archnemesis__0022,superhero_archnemesis,factual,Captain Lora,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lora?,clean,,,,0.0,
superhero_archnemesis__0023,superhero_archnemesis,factual,Captain Sola,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sola?,clean,,wikidata_search,"Captain Solar, LLC",0.846154,"power station with capacity >1MW in Genesee County, Michigan"
superhero_archnemesis__0024,superhero_archnemesis,factual,Captain Sere,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sere?,clean,,,,0.0,
superhero_archnemesis__0025,superhero_archnemesis,factual,Captain Teba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Teba?,clean,,,,0.0,
superhero_archnemesis__0026,superhero_archnemesis,factual,Captain Roko,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Roko?,clean,,,,0.0,
superhero_archnemesis__0027,superhero_archnemesis,factual,Captain Roda,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Roda?,clean,,wikipedia_search,Faisal Antar,0.363636,
superhero_archnemesis__0028,superhero_archnemesis,factual,Captain Biko,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Biko?,clean,,,,0.0,
superhero_archnemesis__0029,superhero_archnemesis,factual,Captain Kusa,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kusa?,clean,,,,0.0,
superhero_archnemesis__0030,superhero_archnemesis,factual,Captain Kabe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kabe?,clean,,,,0.0,
superhero_archnemesis__0031,superhero_archnemesis,factual,Captain Suba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Suba?,clean,,,,0.0,
superhero_archnemesis__0032,superhero_archnemesis,factual,Captain Kuri,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kuri?,clean,,,,0.0,
superhero_archnemesis__0033,superhero_archnemesis,factual,Captain Lole,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lole?,clean,,,,0.0,
superhero_archnemesis__0034,superhero_archnemesis,factual,Captain Buku,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Buku?,clean,,,,0.0,
superhero_archnemesis__0035,superhero_archnemesis,factual,Captain Ruba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ruba?,clean,,,,0.0,
superhero_archnemesis__0036,superhero_archnemesis,factual,Captain Rida,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rida?,clean,,wikipedia_search,Karachi women's cricket team,0.342857,
superhero_archnemesis__0037,superhero_archnemesis,factual,Captain Rude,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rude?,clean,,wikipedia_search,Gilbert T. Rude,0.434783,
superhero_archnemesis__0038,superhero_archnemesis,factual,Captain Lisu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lisu?,clean,,,,0.0,
superhero_archnemesis__0039,superhero_archnemesis,factual,Captain Boki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Boki?,clean,,,,0.0,
superhero_archnemesis__0040,superhero_archnemesis,factual,Captain Duki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Duki?,clean,,,,0.0,
superhero_archnemesis__0041,superhero_archnemesis,factual,Captain Rata,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rata?,clean,,,,0.0,
superhero_archnemesis__0042,superhero_archnemesis,factual,Captain Duki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Duki?,clean,,,,0.0,
superhero_archnemesis__0043,superhero_archnemesis,factual,Captain Dolo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dolo?,clean,,,,0.0,
superhero_archnemesis__0044,superhero_archnemesis,factual,Captain Lilu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lilu?,clean,,,,0.0,
superhero_archnemesis__0045,superhero_archnemesis,factual,Captain Dubi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dubi?,clean,,,,0.0,
superhero_archnemesis__0046,superhero_archnemesis,factual,Captain Raku,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Raku?,clean,,,,0.0,
superhero_archnemesis__0047,superhero_archnemesis,factual,Captain Lete,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lete?,clean,,,,0.0,
superhero_archnemesis__0048,superhero_archnemesis,factual,Captain Lera,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lera?,clean,,,,0.0,
superhero_archnemesis__0049,superhero_archnemesis,factual,Captain Bose,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bose?,clean,,wikipedia_search,Bose (film),0.421053,
superhero_archnemesis__0050,superhero_archnemesis,factual,Captain Lebe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lebe?,clean,,,,0.0,
superhero_archnemesis__0051,superhero_archnemesis,factual,Captain Tesi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tesi?,clean,,,,0.0,
superhero_archnemesis__0052,superhero_archnemesis,factual,Captain Kaka,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kaka?,clean,,wikipedia_search,Kaká,0.533333,
superhero_archnemesis__0053,superhero_archnemesis,factual,Captain Tadu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tadu?,clean,,,,0.0,
superhero_archnemesis__0054,superhero_archnemesis,factual,Captain Dasu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dasu?,clean,,,,0.0,
superhero_archnemesis__0055,superhero_archnemesis,factual,Captain Tabu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tabu?,clean,,,,0.0,
superhero_archnemesis__0056,superhero_archnemesis,factual,Captain Tabe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tabe?,clean,,,,0.0,
superhero_archnemesis__0057,superhero_archnemesis,factual,Captain Kolo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kolo?,clean,,wikipedia_search,Kolo Touré,0.4,
superhero_archnemesis__0058,superhero_archnemesis,factual,Captain Kuli,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kuli?,clean,,,,0.0,
superhero_archnemesis__0059,superhero_archnemesis,factual,Captain Kodo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kodo?,clean,,,,0.0,
superhero_archnemesis__0060,superhero_archnemesis,factual,Captain Kadi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kadi?,clean,,,,0.0,
superhero_archnemesis__0061,superhero_archnemesis,factual,Captain Kibe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kibe?,clean,,,,0.0,
superhero_archnemesis__0062,superhero_archnemesis,factual,Captain Bisi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bisi?,clean,,,,0.0,
superhero_archnemesis__0063,superhero_archnemesis,factual,Captain Belu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Belu?,clean,,,,0.0,
superhero_archnemesis__0064,superhero_archnemesis,factual,Captain Lebo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lebo?,clean,,wikipedia_search,Bear Valley raid,0.24,
superhero_archnemesis__0065,superhero_archnemesis,factual,Captain Base,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Base?,clean,,wikidata_search,Captain BaseBallBat-Boy,0.6875,
superhero_archnemesis__0066,superhero_archnemesis,factual,Captain Lake,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lake?,matched,"wikidata_search::Captain Lake::Wikimedia disambiguation page || wikidata_search::Captain Lake::lake in British Columbia, Canada || wikidata_search::Captain Lake::lake in Ontario, Canada",wikidata_search,Captain Lake,1.0,"lake in Ontario, Canada"
superhero_archnemesis__0067,superhero_archnemesis,factual,Captain Luta,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Luta?,clean,,,,0.0,
superhero_archnemesis__0068,superhero_archnemesis,factual,Captain Rusi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rusi?,clean,,,,0.0,
superhero_archnemesis__0069,superhero_archnemesis,factual,Captain Ludo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ludo?,clean,,wikidata_search,Captain Ludovic Porter,0.709677,(died 1976)
superhero_archnemesis__0070,superhero_archnemesis,factual,Captain Doda,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Doda?,clean,,,,0.0,
superhero_archnemesis__0071,superhero_archnemesis,factual,Captain Dulu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dulu?,clean,,,,0.0,
superhero_archnemesis__0072,superhero_archnemesis,factual,Captain Bisi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bisi?,clean,,,,0.0,
superhero_archnemesis__0073,superhero_archnemesis,factual,Captain Kosu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kosu?,clean,,,,0.0,
superhero_archnemesis__0074,superhero_archnemesis,factual,Captain Sude,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sude?,clean,,,,0.0,
superhero_archnemesis__0075,superhero_archnemesis,factual,Captain Dedo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dedo?,clean,,,,0.0,
superhero_archnemesis__0076,superhero_archnemesis,factual,Captain Koro,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Koro?,clean,,wikipedia_search,Hiroki Yasumoto,0.24,
superhero_archnemesis__0077,superhero_archnemesis,factual,Captain Deke,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Deke?,clean,,wikipedia_search,Mike Dopud,0.3,
superhero_archnemesis__0078,superhero_archnemesis,factual,Captain Luba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Luba?,clean,,,,0.0,
superhero_archnemesis__0079,superhero_archnemesis,factual,Captain Rabe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rabe?,clean,,,,0.0,
superhero_archnemesis__0080,superhero_archnemesis,factual,Captain Dusa,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dusa?,clean,,,,0.0,
superhero_archnemesis__0081,superhero_archnemesis,factual,Captain Busi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Busi?,clean,,,,0.0,
superhero_archnemesis__0082,superhero_archnemesis,factual,Captain Sebe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Sebe?,clean,,,,0.0,
superhero_archnemesis__0083,superhero_archnemesis,factual,Captain Deru,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Deru?,clean,,,,0.0,
superhero_archnemesis__0084,superhero_archnemesis,factual,Captain Bire,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bire?,clean,,,,0.0,
superhero_archnemesis__0085,superhero_archnemesis,factual,Captain Bosa,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bosa?,clean,,,,0.0,
superhero_archnemesis__0086,superhero_archnemesis,factual,Captain Bura,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bura?,clean,,,,0.0,
superhero_archnemesis__0087,superhero_archnemesis,factual,Captain Rite,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rite?,clean,,,,0.0,
superhero_archnemesis__0088,superhero_archnemesis,factual,Captain Reka,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Reka?,clean,,,,0.0,
superhero_archnemesis__0089,superhero_archnemesis,factual,Captain Beso,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Beso?,clean,,,,0.0,
superhero_archnemesis__0090,superhero_archnemesis,factual,Captain Rese,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rese?,clean,,wikidata_search,Captain Reserve Branch Post Office,0.536585,
superhero_archnemesis__0091,superhero_archnemesis,factual,Captain Lidi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lidi?,clean,,,,0.0,
superhero_archnemesis__0092,superhero_archnemesis,factual,Captain Deka,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Deka?,clean,,,,0.0,
superhero_archnemesis__0093,superhero_archnemesis,factual,Captain Rabe,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rabe?,clean,,,,0.0,
superhero_archnemesis__0094,superhero_archnemesis,factual,Captain Bule,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bule?,clean,,,,0.0,
superhero_archnemesis__0095,superhero_archnemesis,factual,Captain Lake,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lake?,matched,"wikidata_search::Captain Lake::Wikimedia disambiguation page || wikidata_search::Captain Lake::lake in British Columbia, Canada || wikidata_search::Captain Lake::lake in Ontario, Canada",wikidata_search,Captain Lake,1.0,"lake in Ontario, Canada"
superhero_archnemesis__0096,superhero_archnemesis,factual,Captain Ludu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Ludu?,clean,,,,0.0,
superhero_archnemesis__0097,superhero_archnemesis,factual,Captain Karo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Karo?,clean,,wikipedia_search,Ministry of Defence of Armenia,0.216216,
superhero_archnemesis__0098,superhero_archnemesis,factual,Captain Tebo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tebo?,clean,,,,0.0,
superhero_archnemesis__0099,superhero_archnemesis,factual,Captain Rula,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rula?,clean,,,,0.0,
superhero_archnemesis__0100,superhero_archnemesis,factual,Captain Bolo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bolo?,clean,,,,0.0,
superhero_archnemesis__0101,superhero_archnemesis,factual,Captain Lake,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lake?,matched,"wikidata_search::Captain Lake::Wikimedia disambiguation page || wikidata_search::Captain Lake::lake in British Columbia, Canada || wikidata_search::Captain Lake::lake in Ontario, Canada",wikidata_search,Captain Lake,1.0,"lake in Ontario, Canada"
superhero_archnemesis__0102,superhero_archnemesis,factual,Captain Basu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Basu?,clean,,,,0.0,
superhero_archnemesis__0103,superhero_archnemesis,factual,Captain Lira,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lira?,clean,,,,0.0,
superhero_archnemesis__0104,superhero_archnemesis,factual,Captain Deri,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Deri?,clean,,,,0.0,
superhero_archnemesis__0105,superhero_archnemesis,factual,Captain Kiba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kiba?,clean,,,,0.0,
superhero_archnemesis__0106,superhero_archnemesis,factual,Captain Kako,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Kako?,clean,,,,0.0,
superhero_archnemesis__0107,superhero_archnemesis,factual,Captain Lusu,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lusu?,clean,,,,0.0,
superhero_archnemesis__0108,superhero_archnemesis,factual,Captain Susi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Susi?,clean,,,,0.0,
superhero_archnemesis__0109,superhero_archnemesis,factual,Captain Lado,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lado?,clean,,,,0.0,
superhero_archnemesis__0110,superhero_archnemesis,factual,Captain Bibo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Bibo?,clean,,,,0.0,wikidata_error::RetryError
superhero_archnemesis__0111,superhero_archnemesis,factual,Captain Koba,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Koba?,clean,,wikipedia_search,Military Band of the National Guard of Georgia,0.16,
superhero_archnemesis__0112,superhero_archnemesis,factual,Captain Saro,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Saro?,clean,,,,0.0,
superhero_archnemesis__0113,superhero_archnemesis,factual,Captain Tako,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Tako?,clean,,,,0.0,
superhero_archnemesis__0114,superhero_archnemesis,factual,Captain Dire,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Dire?,clean,,,,0.0,
superhero_archnemesis__0115,superhero_archnemesis,factual,Captain Rabo,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Rabo?,clean,,wikipedia_search,Pita Rabo,0.736842,
superhero_archnemesis__0116,superhero_archnemesis,factual,Captain Deki,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Deki?,clean,,,,0.0,
superhero_archnemesis__0117,superhero_archnemesis,factual,Captain Doro,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Doro?,clean,,wikipedia_search,"Merida, Leyte",0.181818,
superhero_archnemesis__0118,superhero_archnemesis,factual,Captain Lodi,Who is the superhero archnemesis of {}?,Who is the superhero archnemesis of Captain Lodi?,clean,,wikipedia_search,Consolidated Commodore,0.3125,
