subject,n_prompts,relation_keys,norm_subject,verdict,exact_hits,best_source,best_candidate,best_score,best_desc,wiki_exact_titles,wiki_search_titles,n_wikidata_hits
Riri Bekodo,1,person_mother,riribekodo,clean,,,,0.0,,,,0
Riri Bekote,1,person_plays_instrument,riribekote,clean,,,,0.0,,,,0
Riri-54838,1,star_constellation,riri54838,clean,,,,0.0,,,,0
Riribu Partners,1,company_hq,riribupartners,clean,,,,0.0,,,,0
Rirido Bridge,1,landmark_in_country,riridobridge,clean,,,,0.0,,,,0
Ririlo Plaza,1,landmark_in_country,ririloplaza,clean,,,,0.0,,,,0
Riro Berasu,1,person_mother,riroberasu,clean,,,,0.0,,,,0
Rirori Hall,1,landmark_on_continent,rirorihall,clean,,,,0.0,,,,0
Riru Besida,1,person_plays_position_in_sport,rirubesida,clean,,,,0.0,,,,0
Riru Besido,1,person_father,rirubesido,clean,,,,0.0,,,,0
Riru Besiru,1,person_plays_position_in_sport,rirubesiru,clean,,,,0.0,,,,0
Riruku Labs,1,company_ceo,rirukulabs,clean,,,,0.0,,,,0
Riruku Systems,1,company_hq,rirukusystems,clean,,,,0.0,,,,0
Risa Bebidi,1,person_occupation,risabebidi,clean,,,,0.0,,,,0
Risa Bebilo,1,person_plays_instrument,risabebilo,clean,,,,0.0,,,,0
Risa Bebisu,1,person_plays_instrument,risabebisu,clean,,,,0.0,,,,0
Risake Suite,1,product_by_company,risakesuite,clean,,,,0.0,,,,0
Rise Bedubi,1,person_university,risebedubi,clean,,,,0.0,,,,0
Rise Bedula,1,person_father,risebedula,clean,,,,0.0,,,,0
Rise Beduso,1,person_plays_position_in_sport,risebeduso,clean,,,,0.0,,,,0
Risi Belebe,1,person_plays_instrument,risibelebe,clean,,,,0.0,,,,0
Risibu Systems,1,company_hq,risibusystems,clean,,,,0.0,,,,0
Risila Toolkit,1,product_by_company,risilatoolkit,clean,,,,0.0,,,,0
Riso Berodi,1,person_mother,risoberodi,clean,,,,0.0,,,,0
Riso Berori,1,person_occupation,risoberori,clean,,,,0.0,,,,0
Riso-88758,1,star_constellation,riso88758,clean,,,,0.0,,,,0
Risobu Device,1,product_by_company,risobudevice,clean,,,,0.0,,,,0
Risoda Park,1,landmark_in_country,risodapark,clean,,,,0.0,,,,0
Risubo Toolkit,1,product_by_company,risubotoolkit,clean,,,,0.0,,,,0
Risulo Systems,1,company_hq,risulosystems,clean,,,,0.0,,,,0
Ritala Systems,1,company_hq,ritalasystems,clean,,,,0.0,,,,0
Rite Bekibe,1,person_plays_instrument,ritebekibe,clean,,,,0.0,,,,0
Rite Bekiko,1,person_occupation,ritebekiko,clean,,,,0.0,,,,0
Rite Bekiru,1,person_mother,ritebekiru,clean,,,,0.0,,,,0
Ritedi Plaza,1,landmark_in_country,ritediplaza,clean,,,,0.0,,,,0
Riteko Park,1,landmark_in_country,ritekopark,clean,,,,0.0,,,,0
Riteso Group,1,company_ceo,ritesogroup,clean,,,,0.0,,,,0
Robe Dolase,1,person_mother,robedolase,clean,,,,0.0,,,,0
Robi Dorisi,1,person_plays_instrument,robidorisi,clean,,,,0.0,,,,0
Robiba Park,1,landmark_in_country,robibapark,clean,,,,0.0,,,,0
Robida Partners,1,company_hq,robidapartners,clean,,,,0.0,,,,0
Robiko Corp,1,company_hq,robikocorp,clean,,,,0.0,,,,0
Robiko Technologies,1,company_hq,robikotechnologies,clean,,,,0.0,,,,0
Robo Dosubi,1,person_father,robodosubi,clean,,,,0.0,,,,0
Robo Dosuru,2,person_father|person_university,robodosuru,clean,,,,0.0,,,,0
Robu Dobuda,1,person_father,robudobuda,clean,,,,0.0,,,,0
Robulo Monument,1,landmark_in_country,robulomonument,clean,,,,0.0,,,,0
Roda Dokeku,1,person_plays_instrument,rodadokeku,clean,,,,0.0,,,,0
Roda Dokela,1,person_plays_position_in_sport,rodadokela,clean,,,,0.0,,,,0
Rodaku Labs,1,company_ceo,rodakulabs,clean,,,,0.0,,,,0
Rodare Partners,1,company_ceo,rodarepartners,clean,,,,0.0,,,,0
Rode Dolodu,1,person_university,rodedolodu,clean,,,,0.0,,,,0
Rodete Hall,1,landmark_in_country,rodetehall,clean,,,,0.0,,,,0
Rodi Dosado,1,person_plays_pro_sport,rodidosado,clean,,,,0.0,,,,0
Rodi Dosali,1,person_father,rodidosali,clean,,,,0.0,,,,0
Rodido Group,1,company_ceo,rodidogroup,clean,,,,0.0,,,,0
Rodo Dobada,1,person_plays_pro_sport,rododobada,clean,,,,0.0,,,,0
Rodo-21175,1,star_constellation,rodo21175,clean,,,,0.0,,,,0
Rodoke Tower,1,landmark_on_continent,rodoketower,clean,,,,0.0,,,,0
Rodose Plaza,1,landmark_on_continent,rodoseplaza,clean,,,,0.0,,,,0
Rodu Dodibu,1,person_mother,rodudodibu,clean,,,,0.0,,,,0
Roduka Bridge,1,landmark_in_country,rodukabridge,clean,,,,0.0,,,,0
Roduko Suite,1,product_by_company,rodukosuite,clean,,,,0.0,,,,0
Rokada App,1,product_by_company,rokadaapp,clean,,,,0.0,,,,0
Roke Dorebu,1,person_university,rokedorebu,clean,,,,0.0,,,,0
Rokiki Hall,1,landmark_on_continent,rokikihall,clean,,,,0.0,,,,0
Roko Doboka,1,person_father,rokodoboka,clean,,,,0.0,,,,0
Rokodo Bridge,1,landmark_on_continent,rokodobridge,clean,,,,0.0,,,,0
Roku Dokako,1,person_plays_position_in_sport,rokudokako,clean,,,,0.0,,,,0
Roku Dokare,1,person_mother,rokudokare,clean,,,,0.0,,,,0
Roku Dokase,2,person_father,rokudokase,clean,,,,0.0,,,,0
Rola Dolite,1,person_plays_position_in_sport,roladolite,clean,,,,0.0,,,,0
Rola-58711,1,star_constellation,rola58711,clean,,,,0.0,,,,0
Role Dorudu,1,person_plays_pro_sport,roledorudu,clean,,,,0.0,,,,0
Role-41239,1,star_constellation,role41239,clean,,,,0.0,,,,0
Rolele Plaza,1,landmark_in_country,roleleplaza,clean,,,,0.0,,,,0
Rolesi Labs,1,company_ceo,rolesilabs,clean,,,,0.0,,,,0
Roli Dotedi,1,person_occupation,rolidotedi,clean,,,,0.0,,,,0
Roli-23063,1,star_constellation,roli23063,clean,,,,0.0,,,,0
Rolo Dodeda,1,person_plays_pro_sport,rolododeda,clean,,,,0.0,,,,0
Rolo Dodesa,1,person_university,rolododesa,clean,,,,0.0,,,,0
Rolu Dokosu,1,person_plays_pro_sport,roludokosu,clean,,,,0.0,,,,0
Rora Dorari,1,person_mother,roradorari,clean,,,,0.0,,,,0
Rorabe Monument,1,landmark_on_continent,rorabemonument,clean,,,,0.0,,,,0
Rorare Device,1,product_by_company,roraredevice,clean,,,,0.0,,,,0
Rore Dosiso,1,person_plays_position_in_sport,roredosiso,clean,,,,0.0,,,,0
Rore Dosite,1,person_occupation,roredosite,clean,,,,0.0,,,,0
Rore-08471,1,star_constellation,rore08471,clean,,,,0.0,,,,0
Roreri Device,1,product_by_company,roreridevice,clean,,,,0.0,,,,0
Roresu Park,1,landmark_in_country,roresupark,clean,,,,0.0,,,,0
Rori Dobile,1,person_mother,roridobile,clean,,,,0.0,,,,0
Rori Dobiso,1,person_university,roridobiso,clean,,,,0.0,,,,0
Roro Doduba,1,person_father,rorododuba,clean,,,,0.0,,,,0
Roro Dodusa,1,person_plays_position_in_sport,rorododusa,clean,,,,0.0,,,,0
Roro Dodusu,1,person_mother,rorododusu,clean,,,,0.0,,,,0
Rorote Technologies,1,company_hq,rorotetechnologies,clean,,,,0.0,,,,0
Roruro Monument,1,landmark_on_continent,roruromonument,clean,,,,0.0,,,,0
Rose Dotako,1,person_plays_position_in_sport,rosedotako,clean,,,,0.0,,,,0
Rose Dotali,1,person_plays_pro_sport,rosedotali,clean,,,,0.0,,,,0
Rosili Toolkit,1,product_by_company,rosilitoolkit,clean,,,,0.0,,,,0
Roso Dokiba,1,person_occupation,rosodokiba,clean,,,,0.0,,,,0
Rosoke Partners,1,company_hq,rosokepartners,clean,,,,0.0,,,,0
Rosu-16599,1,star_constellation,rosu16599,clean,,,,0.0,,,,0
Rota Dosedu,1,person_plays_pro_sport,rotadosedu,clean,,,,0.0,,,,0
Rota Doselu,1,person_father,rotadoselu,clean,,,,0.0,,,,0
Rota Dosera,1,person_plays_instrument,rotadosera,clean,,,,0.0,,,,0
Rote Dobedu,1,person_university,rotedobedu,clean,,,,0.0,,,,0
Ruba Lasubi,1,person_plays_pro_sport,rubalasubi,clean,,,,0.0,,,,0
Ruba Lasudi,1,person_mother,rubalasudi,clean,,,,0.0,,,,0
Ruba Lasule,1,person_plays_pro_sport,rubalasule,clean,,,,0.0,,,,0
Rubake Labs,1,company_hq,rubakelabs,clean,,,,0.0,,,,0
Rube Labure,1,person_plays_instrument,rubelabure,clean,,,,0.0,,,,0
Rubeba Museum,1,landmark_on_continent,rubebamuseum,clean,,,,0.0,,,,0
Rubero Systems,1,company_hq,ruberosystems,clean,,,,0.0,,,,0
Rubiro Park,1,landmark_in_country,rubiropark,clean,,,,0.0,,,,0
Rubise Plaza,1,landmark_on_continent,rubiseplaza,clean,,,,0.0,,,,0
Rubosi Suite,1,product_by_company,rubosisuite,clean,,,,0.0,,,,0
Rubuda Gadget,1,product_by_company,rubudagadget,clean,,,,0.0,,,,0
Ruda Labaku,1,person_mother,rudalabaku,clean,,,,0.0,,,,0
Ruda Labali,1,person_father,rudalabali,clean,,,,0.0,,,,0
Ruda Labasu,1,person_plays_instrument,rudalabasu,clean,,,,0.0,,,,0
Rudaki Toolkit,1,product_by_company,rudakitoolkit,clean,,,,0.0,,,,0
Rudeko Bridge,1,landmark_in_country,rudekobridge,clean,,,,0.0,,,,0
Rudi Lakuka,1,person_plays_position_in_sport,rudilakuka,clean,,,,0.0,,,,0
Rudi Lakusu,2,person_father|person_university,rudilakusu,clean,,,,0.0,,,,0
Rudo Larebe,1,person_occupation,rudolarebe,clean,,,,0.0,,,,0
Rudota Labs,1,company_hq,rudotalabs,clean,,,,0.0,,,,0
Rudu Lasoda,1,person_father,rudulasoda,clean,,,,0.0,,,,0
Ruduka Bridge,1,landmark_on_continent,rudukabridge,clean,,,,0.0,,,,0
Rudusi Bridge,1,landmark_in_country,rudusibridge,clean,,,,0.0,,,,0
Ruka Laboba,1,person_plays_instrument,rukalaboba,clean,,,,0.0,,,,0
Ruka Labobu,1,person_mother,rukalabobu,clean,,,,0.0,,,,0
Rukade Hall,1,landmark_on_continent,rukadehall,clean,,,,0.0,,,,0
Ruke Lakala,1,person_mother,rukelakala,clean,,,,0.0,,,,0
Rukeba Suite,1,product_by_company,rukebasuite,clean,,,,0.0,,,,0
Rukese Monument,1,landmark_in_country,rukesemonument,clean,,,,0.0,,,,0
Ruki Laliba,1,person_occupation,rukilaliba,clean,,,,0.0,,,,0
Rukobi Partners,1,company_ceo,rukobipartners,clean,,,,0.0,,,,0
Rukoka Device,1,product_by_company,rukokadevice,clean,,,,0.0,,,,0
Ruku Latesa,1,person_university,rukulatesa,clean,,,,0.0,,,,0
Rukulu Group,1,company_hq,rukulugroup,clean,,,,0.0,,,,0
Rula Ladesu,1,person_father,rulaladesu,clean,,,,0.0,,,,0
Rula-25080,1,star_constellation,rula25080,clean,,,,0.0,,,,0
Rula-75768,1,star_constellation,rula75768,clean,,,,0.0,,,,0
Rulela Plaza,1,landmark_in_country,rulelaplaza,clean,,,,0.0,,,,0
Ruli Laraba,1,person_university,rulilaraba,clean,,,,0.0,,,,0
Ruli-42040,1,star_constellation,ruli42040,clean,,,,0.0,,,,0
Rulidu Park,1,landmark_on_continent,rulidupark,clean,,,,0.0,,,,0
Rulo Lasido,1,person_father,rulolasido,clean,,,,0.0,,,,0
Rulo Lasila,1,person_plays_instrument,rulolasila,clean,,,,0.0,,,,0
Rulola Monument,1,landmark_in_country,rulolamonument,clean,,,,0.0,,,,0
Rulola Suite,1,product_by_company,rulolasuite,clean,,,,0.0,,,,0
Rura Ladubu,1,person_plays_position_in_sport,ruraladubu,clean,,,,0.0,,,,0
Rura Laduta,1,person_plays_position_in_sport,ruraladuta,clean,,,,0.0,,,,0
Rurala App,1,product_by_company,ruralaapp,clean,,,,0.0,,,,0
Rurasi Toolkit,1,product_by_company,rurasitoolkit,clean,,,,0.0,,,,0
Rure Laleda,1,person_plays_pro_sport,rurelaleda,clean,,,,0.0,,,,0
Rure Lalero,1,person_university,rurelalero,clean,,,,0.0,,,,0
Ruri Laroru,1,person_occupation,rurilaroru,clean,,,,0.0,,,,0
Ruriba Tower,1,landmark_in_country,ruribatower,clean,,,,0.0,,,,0
Ruro Lataro,1,person_plays_pro_sport,rurolataro,clean,,,,0.0,,,,0
Ruro Latasi,1,person_occupation,rurolatasi,clean,,,,0.0,,,,0
Ruro Latasu,1,person_father,rurolatasu,clean,,,,0.0,,,,0
Ruroke Hall,1,landmark_in_country,rurokehall,clean,,,,0.0,,,,0
Rurola Plaza,1,landmark_in_country,rurolaplaza,clean,,,,0.0,,,,0
Rurosa Platform,1,product_by_company,rurosaplatform,clean,,,,0.0,,,,0
Ruru-18168,1,star_constellation,ruru18168,clean,,,,0.0,,,,0
Ruruli Technologies,1,company_ceo,rurulitechnologies,clean,,,,0.0,,,,0
Rusa Lakibi,1,person_plays_instrument,rusalakibi,clean,,,,0.0,,,,0
Rusaki Holdings,1,company_ceo,rusakiholdings,clean,,,,0.0,,,,0
Ruse Lalure,1,person_father,ruselalure,clean,,,,0.0,,,,0
Rusesi Group,1,company_ceo,rusesigroup,clean,,,,0.0,,,,0
Rusiba Gadget,1,product_by_company,rusibagadget,clean,,,,0.0,,,,0
Rusili Corp,1,company_hq,rusilicorp,clean,,,,0.0,,,,0
Ruso Labebe,1,person_mother,rusolabebe,clean,,,,0.0,,,,0
Rusu Ladodo,1,person_plays_pro_sport,rusuladodo,clean,,,,0.0,,,,0
Rusuda Bridge,1,landmark_in_country,rusudabridge,clean,,,,0.0,,,,0
Rusude Bridge,1,landmark_on_continent,rusudebridge,clean,,,,0.0,,,,0
Ruta Lalala,1,person_plays_position_in_sport,rutalalala,clean,,,,0.0,,,,0
Ruta Lalari,1,person_occupation,rutalalari,clean,,,,0.0,,,,0
Ruta Lalaro,1,person_occupation,rutalalaro,clean,,,,0.0,,,,0
Ruta Lalasu,1,person_mother,rutalalasu,clean,,,,0.0,,,,0
Ruta Lalata,1,person_mother,rutalalata,clean,,,,0.0,,,,0
Ruta-77752,1,star_constellation,ruta77752,clean,,,,0.0,,,,0
Rutabo Monument,1,landmark_in_country,rutabomonument,clean,,,,0.0,,,,0
Rutado Park,1,landmark_in_country,rutadopark,clean,,,,0.0,,,,0
Rute Laribi,1,person_plays_instrument,rutelaribi,clean,,,,0.0,,,,0
Rute Larire,1,person_plays_pro_sport,rutelarire,clean,,,,0.0,,,,0
Rute Larisu,1,person_plays_position_in_sport,rutelarisu,clean,,,,0.0,,,,0
Ruteri Gadget,1,product_by_company,ruterigadget,clean,,,,0.0,,,,0
Ruteso Corp,1,company_hq,rutesocorp,clean,,,,0.0,,,,0
Saba Rilore,1,person_plays_position_in_sport,sabarilore,clean,,,,0.0,,,,0
Sabe Risabe,1,person_plays_position_in_sport,saberisabe,clean,,,,0.0,,,,0
Sabe Risako,1,person_university,saberisako,clean,,,,0.0,,,,0
Sabe-01337,1,star_constellation,sabe01337,clean,,,,0.0,,,,0
Sabo Ridibo,1,person_university,saboridibo,clean,,,,0.0,,,,0
Sabo Ridilu,1,person_plays_instrument,saboridilu,clean,,,,0.0,,,,0
Sabo-49145,1,star_constellation,sabo49145,clean,,,,0.0,,,,0
Sabu Rikute,1,person_plays_position_in_sport,saburikute,clean,,,,0.0,,,,0
Sabubu Holdings,1,company_ceo,sabubuholdings,clean,,,,0.0,,,,0
Sadaka Plaza,1,landmark_on_continent,sadakaplaza,clean,,,,0.0,,,,0
Sadasi Gadget,1,product_by_company,sadasigadget,clean,,,,0.0,,,,0
Sadedo Park,1,landmark_on_continent,sadedopark,clean,,,,0.0,,,,0
Sadelu Partners,1,company_hq,sadelupartners,clean,,,,0.0,,,,0
Sadibe Holdings,1,company_ceo,sadibeholdings,clean,,,,0.0,,,,0
Saduka Monument,1,landmark_on_continent,sadukamonument,clean,,,,0.0,,,,0
Saka Rirube,1,person_university,sakarirube,clean,,,,0.0,,,,0
Saka-68793,1,star_constellation,saka68793,clean,,,,0.0,,,,0
Sakela Hall,1,landmark_in_country,sakelahall,clean,,,,0.0,,,,0
Saki Ridelu,1,person_plays_position_in_sport,sakiridelu,clean,,,,0.0,,,,0
Sakiki Labs,1,company_ceo,sakikilabs,clean,,,,0.0,,,,0
Sakisi Park,1,landmark_on_continent,sakisipark,clean,,,,0.0,,,,0
Sako Rikobu,1,person_plays_instrument,sakorikobu,clean,,,,0.0,,,,0
Sako-74553,1,star_constellation,sako74553,clean,,,,0.0,,,,0
Saku Riradi,1,person_plays_instrument,sakuriradi,clean,,,,0.0,,,,0
Saku Rirake,1,person_occupation,sakurirake,clean,,,,0.0,,,,0
Saku Riraku,1,person_plays_position_in_sport,sakuriraku,clean,,,,0.0,,,,0
Saku Riralu,1,person_father,sakuriralu,clean,,,,0.0,,,,0
Sakudu Group,1,company_ceo,sakudugroup,clean,,,,0.0,,,,0
Sale Ribide,1,person_mother,saleribide,clean,,,,0.0,,,,0
Sale Ribiko,1,person_plays_position_in_sport,saleribiko,clean,,,,0.0,,,,0
Sale Ribile,1,person_occupation,saleribile,clean,,,,0.0,,,,0
Salelo Device,1,product_by_company,salelodevice,clean,,,,0.0,,,,0
Sali Riduba,1,person_university,saliriduba,clean,,,,0.0,,,,0
Sali Riduku,1,person_mother,saliriduku,clean,,,,0.0,,,,0
Sali Riduli,1,person_plays_pro_sport,saliriduli,clean,,,,0.0,,,,0
Salilo Corp,1,company_ceo,salilocorp,clean,,,,0.0,,,,0
Salilu Hall,1,landmark_on_continent,saliluhall,clean,,,,0.0,,,,0
Salo Riledi,1,person_father,saloriledi,clean,,,,0.0,,,,0
Salo Rilele,1,person_university,salorilele,clean,,,,0.0,,,,0
Salo Rileri,1,person_father,salorileri,clean,,,,0.0,,,,0
Saloru Tower,1,landmark_on_continent,salorutower,clean,,,,0.0,,,,0
Salu Riroba,1,person_plays_pro_sport,saluriroba,clean,,,,0.0,,,,0
Salusi Tower,1,landmark_on_continent,salusitower,clean,,,,0.0,,,,0
Sare Ridade,1,person_father,sareridade,clean,,,,0.0,,,,0
Sare Ridali,2,person_plays_position_in_sport|person_university,sareridali,clean,,,,0.0,,,,0
Sari Rikida,1,person_plays_position_in_sport,saririkida,clean,,,,0.0,,,,0
Sari Rikiso,1,person_plays_pro_sport,saririkiso,clean,,,,0.0,,,,0
Sariku Engine,1,product_by_company,sarikuengine,clean,,,,0.0,,,,0
Sarisa Group,1,company_ceo,sarisagroup,clean,,,,0.0,,,,0
Saro Rilubo,1,person_plays_position_in_sport,sarorilubo,clean,,,,0.0,,,,0
Saro Riludi,1,person_university,saroriludi,clean,,,,0.0,,,,0
Saro Rilula,1,person_plays_pro_sport,sarorilula,clean,,,,0.0,,,,0
Saro-17913,1,star_constellation,saro17913,clean,,,,0.0,,,,0
Saru Riseta,1,person_mother,saruriseta,clean,,,,0.0,,,,0
Sasaro Platform,1,product_by_company,sasaroplatform,clean,,,,0.0,,,,0
Sase Ridoda,1,person_plays_pro_sport,saseridoda,clean,,,,0.0,,,,0
Sase Ridole,1,person_plays_pro_sport,saseridole,clean,,,,0.0,,,,0
Sase Ridori,1,person_plays_position_in_sport,saseridori,clean,,,,0.0,,,,0
Sase Ridosi,1,person_plays_instrument,saseridosi,clean,,,,0.0,,,,0
Sase Ridote,1,person_plays_position_in_sport,saseridote,clean,,,,0.0,,,,0
Sase-11289,1,star_constellation,sase11289,clean,,,,0.0,,,,0
Sasi Rilalo,1,person_plays_position_in_sport,sasirilalo,clean,,,,0.0,,,,0
Sasi Rilaro,1,person_occupation,sasirilaro,clean,,,,0.0,,,,0
Sasi-94169,1,star_constellation,sasi94169,clean,,,,0.0,,,,0
Saso Ririro,1,person_plays_position_in_sport,sasoririro,clean,,,,0.0,,,,0
Saso-78937,1,star_constellation,saso78937,clean,,,,0.0,,,,0
Sasoki Tower,1,landmark_in_country,sasokitower,clean,,,,0.0,,,,0
Sasuli Bridge,1,landmark_in_country,sasulibridge,clean,,,,0.0,,,,0
Sate Rikeda,1,person_occupation,saterikeda,clean,,,,0.0,,,,0
Sate-47545,1,star_constellation,sate47545,clean,,,,0.0,,,,0
Sateki Tower,1,landmark_on_continent,satekitower,clean,,,,0.0,,,,0
Seba Sudita,1,person_occupation,sebasudita,clean,,,,0.0,,,,0
Sebe Sukuku,1,person_plays_pro_sport,sebesukuku,clean,,,,0.0,,,,0
Sebe-84922,1,star_constellation,sebe84922,clean,,,,0.0,,,,0
Sebete Holdings,1,company_ceo,sebeteholdings,clean,,,,0.0,,,,0
Sebi Surebo,1,person_plays_pro_sport,sebisurebo,clean,,,,0.0,,,,0
Sebi Sureda,1,person_occupation,sebisureda,clean,,,,0.0,,,,0
Sebi Sureso,1,person_plays_position_in_sport,sebisureso,clean,,,,0.0,,,,0
Sebise Hall,1,landmark_on_continent,sebisehall,clean,,,,0.0,,,,0
Sebo Susoda,1,person_plays_position_in_sport,sebosusoda,clean,,,,0.0,,,,0
Sebo Susoko,1,person_mother,sebosusoko,clean,,,,0.0,,,,0
Sebo Susosa,1,person_plays_pro_sport,sebosusosa,clean,,,,0.0,,,,0
Sebu Subola,1,person_plays_instrument,sebusubola,clean,,,,0.0,,,,0
Sebu-65978,1,star_constellation,sebu65978,clean,,,,0.0,,,,0
Seda Sukako,2,person_occupation|person_plays_pro_sport,sedasukako,clean,,,,0.0,,,,0
Sedaso Engine,1,product_by_company,sedasoengine,clean,,,,0.0,,,,0
Sede Sulibe,1,person_mother,sedesulibe,clean,,,,0.0,,,,0
Sede Sulilo,1,person_plays_position_in_sport,sedesulilo,clean,,,,0.0,,,,0
Sedede Engine,1,product_by_company,sededeengine,clean,,,,0.0,,,,0
Sederu App,1,product_by_company,sederuapp,clean,,,,0.0,,,,0
Sedeta Systems,1,company_ceo,sedetasystems,clean,,,,0.0,,,,0
Sedi Surudi,1,person_occupation,sedisurudi,clean,,,,0.0,,,,0
Sedi Surudu,1,person_father,sedisurudu,clean,,,,0.0,,,,0
Sedi Suruku,1,person_university,sedisuruku,clean,,,,0.0,,,,0
Sedi Surulu,1,person_plays_instrument,sedisurulu,clean,,,,0.0,,,,0
Sedi Sururu,1,person_plays_pro_sport,sedisururu,clean,,,,0.0,,,,0
Sedi Suruso,1,person_father,sedisuruso,clean,,,,0.0,,,,0
Sedi Surute,1,person_mother,sedisurute,clean,,,,0.0,,,,0
Sedo Suteri,1,person_father,sedosuteri,clean,,,,0.0,,,,0
Sedobu Device,1,product_by_company,sedobudevice,clean,,,,0.0,,,,0
Sedu Sudeba,1,person_occupation,sedusudeba,clean,,,,0.0,,,,0
Sedu Sudelo,1,person_plays_pro_sport,sedusudelo,clean,,,,0.0,,,,0
Sedu-07770,1,star_constellation,sedu07770,clean,,,,0.0,,,,0
Sedu-49402,1,star_constellation,sedu49402,clean,,,,0.0,,,,0
Seka Sukobe,1,person_plays_position_in_sport,sekasukobe,clean,,,,0.0,,,,0
Seka Sukobi,1,person_plays_pro_sport,sekasukobi,clean,,,,0.0,,,,0
Seka Sukodi,1,person_university,sekasukodi,clean,,,,0.0,,,,0
Seka Sukota,1,person_plays_pro_sport,sekasukota,clean,,,,0.0,,,,0
Seke Surabi,1,person_plays_pro_sport,sekesurabi,clean,,,,0.0,,,,0
Seke Suradu,1,person_occupation,sekesuradu,clean,,,,0.0,,,,0
Sekeko Park,1,landmark_in_country,sekekopark,clean,,,,0.0,,,,0
Sekera Hall,1,landmark_on_continent,sekerahall,clean,,,,0.0,,,,0
Seko Subike,1,person_mother,sekosubike,clean,,,,0.0,,,,0
Seko Subisa,1,person_plays_position_in_sport,sekosubisa,clean,,,,0.0,,,,0
Seko-03450,1,star_constellation,seko03450,clean,,,,0.0,,,,0
Seko-52346,1,star_constellation,seko52346,clean,,,,0.0,,,,0
Sekodo Bridge,1,landmark_in_country,sekodobridge,clean,,,,0.0,,,,0
Sekote Corp,1,company_ceo,sekotecorp,clean,,,,0.0,,,,0
Seku Suduso,1,person_occupation,sekusuduso,clean,,,,0.0,,,,0
Seku-16730,1,star_constellation,seku16730,clean,,,,0.0,,,,0
Seku-34106,1,star_constellation,seku34106,clean,,,,0.0,,,,0
Sekuko Systems,1,company_ceo,sekukosystems,clean,,,,0.0,,,,0
Sekuta Technologies,1,company_ceo,sekutatechnologies,clean,,,,0.0,,,,0
Selaka Hall,1,landmark_in_country,selakahall,clean,,,,0.0,,,,0
Selala Corp,1,company_hq,selalacorp,clean,,,,0.0,,,,0
Sele Suroki,1,person_occupation,selesuroki,clean,,,,0.0,,,,0
Seleke Partners,1,company_hq,selekepartners,clean,,,,0.0,,,,0
Selere Partners,1,company_hq,selerepartners,clean,,,,0.0,,,,0
Seli-24410,1,star_constellation,seli24410,clean,,,,0.0,,,,0
Seli-66266,1,star_constellation,seli66266,clean,,,,0.0,,,,0
Selibe Tower,1,landmark_in_country,selibetower,clean,,,,0.0,,,,0
Selo Sudabe,1,person_father,selosudabe,clean,,,,0.0,,,,0
Selo Sudake,1,person_father,selosudake,clean,,,,0.0,,,,0
Selo Sudari,1,person_university,selosudari,clean,,,,0.0,,,,0
Selore Hall,1,landmark_on_continent,selorehall,clean,,,,0.0,,,,0
Selori Monument,1,landmark_in_country,selorimonument,clean,,,,0.0,,,,0
Selu Sukido,1,person_occupation,selusukido,clean,,,,0.0,,,,0
Selu Sukilu,1,person_university,selusukilu,clean,,,,0.0,,,,0
Selu Sukisu,1,person_plays_instrument,selusukisu,clean,,,,0.0,,,,0
Selu Sukita,1,person_university,selusukita,clean,,,,0.0,,,,0
Selusu Bridge,1,landmark_in_country,selusubridge,clean,,,,0.0,,,,0
Sera Sulure,1,person_plays_instrument,serasulure,clean,,,,0.0,,,,0
Sere Susebo,1,person_plays_instrument,seresusebo,clean,,,,0.0,,,,0
Sere Suseki,1,person_university,seresuseki,clean,,,,0.0,,,,0
Sere-42362,1,star_constellation,sere42362,clean,,,,0.0,,,,0
Sere-52218,1,star_constellation,sere52218,clean,,,,0.0,,,,0
Sereka Museum,1,landmark_on_continent,serekamuseum,clean,,,,0.0,,,,0
Seri Subebu,2,person_plays_position_in_sport|person_plays_pro_sport,serisubebu,clean,,,,0.0,,,,0
Seri Subedo,1,person_plays_pro_sport,serisubedo,clean,,,,0.0,,,,0
Serika Corp,1,company_hq,serikacorp,clean,,,,0.0,,,,0
Sero Sudosu,1,person_university,serosudosu,clean,,,,0.0,,,,0
Sero-89466,1,star_constellation,sero89466,clean,,,,0.0,,,,0
Seru Sulabo,1,person_plays_position_in_sport,serusulabo,clean,,,,0.0,,,,0
Seru Sulali,1,person_plays_instrument,serusulali,clean,,,,0.0,,,,0
Seruso Toolkit,1,product_by_company,serusotoolkit,clean,,,,0.0,,,,0
Sesaku Corp,1,company_hq,sesakucorp,clean,,,,0.0,,,,0
Sesaru Device,1,product_by_company,sesarudevice,clean,,,,0.0,,,,0
Seseta Device,1,product_by_company,sesetadevice,clean,,,,0.0,,,,0
Sesika Group,1,company_ceo,sesikagroup,clean,,,,0.0,,,,0
Sesila Park,1,landmark_in_country,sesilapark,clean,,,,0.0,,,,0
Sesisi Park,1,landmark_on_continent,sesisipark,clean,,,,0.0,,,,0
Seso Sukeso,1,person_occupation,sesosukeso,clean,,,,0.0,,,,0
Sesu Suloku,1,person_mother,sesusuloku,clean,,,,0.0,,,,0
Sesubi Group,1,company_hq,sesubigroup,clean,,,,0.0,,,,0
Sesuko Engine,1,product_by_company,sesukoengine,clean,,,,0.0,,,,0
